customer_id,age,gender,subscription_length,membership_type,num_logins,num_complaints,num_classes_attended,avg_session_time,renewed_membership
183528,37,Male,41,6,7,0,9,103.4,1
992559,41,Male,19,12,34,4,12,70.8,1
986884,50,Female,59,6,4,0,3,71.7,1
470805,41,Female,37,1,34,3,18,54.5,1
644776,69,Male,18,12,46,3,9,111.0,1
867482,28,Male,16,3,13,0,6,38.0,1
366772,66,Female,4,3,20,2,4,43.0,0
935415,25,Male,12,3,46,4,2,87.2,1
923919,53,Female,29,12,23,0,1,106.5,0
861244,55,Male,7,3,16,2,10,38.6,1
202182,57,Female,14,12,17,0,9,96.0,1
565909,37,Male,55,12,33,1,12,96.8,1
205889,52,Male,12,1,11,3,6,82.3,1
449250,65,Female,35,1,15,1,9,73.8,0
599849,42,Male,5,1,3,1,3,58.9,0
635898,52,Male,17,1,24,4,19,61.6,0
523057,42,Female,58,1,33,2,15,90.7,1
186676,46,Male,42,3,27,3,19,35.9,1
870459,35,Male,32,3,45,1,5,82.6,0
727370,63,Male,10,3,10,3,8,55.1,0
678169,35,Female,43,1,12,2,12,72.0,1
707920,19,Female,17,6,30,0,6,80.3,1
146035,52,Female,5,3,24,1,17,109.7,0
903514,33,Male,45,3,38,2,13,82.1,1
897445,58,Male,42,6,9,3,4,50.4,1
839556,53,Male,9,1,23,2,12,37.2,0
336348,50,Male,49,12,0,0,7,86.4,1
505583,21,Female,33,6,24,2,14,79.1,1
908959,50,Male,36,6,27,3,18,90.5,0
909267,31,Male,36,3,35,1,8,71.3,1
534838,38,Male,18,3,17,1,5,104.3,0
713032,65,Female,9,1,5,4,13,112.8,0
683803,37,Male,57,12,1,3,9,33.6,0
826092,25,Male,29,12,2,4,8,97.0,0
418407,24,Male,50,6,45,4,16,33.2,1
535381,20,Male,14,1,7,0,12,70.1,0
969786,34,Male,25,12,30,3,16,71.5,1
323505,50,Female,15,6,47,1,18,92.7,1
735324,65,Male,6,3,18,3,12,61.7,0
218617,29,Male,56,12,49,0,8,103.9,1
727424,68,Male,42,6,5,3,0,60.9,0
850392,39,Male,29,12,13,3,0,60.8,1
312431,39,Male,15,1,2,4,4,50.0,1
908701,63,Male,29,6,47,3,7,91.5,1
950124,47,Male,4,1,0,4,17,36.9,1
747847,55,Male,18,6,43,4,3,62.7,1
963832,55,Male,50,3,29,2,0,54.0,0
628444,62,Male,57,12,45,0,14,50.6,1
591263,68,Female,49,3,18,4,19,35.5,1
735977,25,Female,44,1,18,3,3,47.1,1
629342,44,Female,39,12,8,4,8,70.2,0
474333,44,Female,16,3,6,4,19,75.3,0
488522,51,Male,11,6,45,4,9,54.3,1
337544,38,Female,14,6,36,1,14,88.5,1
227224,47,Female,3,3,49,1,2,60.2,0
249714,50,Male,51,12,40,1,1,63.1,1
443724,45,Female,50,1,6,1,4,100.4,1
752353,64,Female,42,6,8,2,0,79.7,0
850793,50,Male,38,1,3,4,10,115.8,0
999995,22,Male,45,12,24,2,11,62.3,1
595029,65,Male,42,12,48,3,2,104.5,1
561410,36,Female,18,6,11,0,15,96.5,1
125239,21,Female,58,1,5,2,13,110.1,0
350746,52,Male,20,12,17,1,11,116.1,1
638573,66,Male,58,1,39,1,19,30.7,1
540515,34,Female,48,6,20,3,15,37.9,0
563091,61,Male,25,6,14,4,7,90.7,1
722922,45,Female,57,12,2,0,16,65.1,1
771057,47,Male,38,12,1,2,16,103.7,0
235855,46,Male,13,1,40,4,6,31.1,1
318596,63,Female,4,12,39,4,14,102.6,0
556829,23,Male,55,6,3,2,8,42.2,0
451698,52,Male,14,12,31,2,3,56.1,0
281698,58,Male,33,3,1,2,7,117.2,0
363013,54,Female,28,6,45,2,9,34.6,0
900677,41,Male,52,1,28,1,14,61.4,1
892917,46,Male,37,12,1,4,17,37.6,1
253341,66,Male,8,12,33,4,13,106.8,1
361226,63,Male,44,6,26,1,4,93.3,0
757806,48,Male,34,6,38,4,8,102.0,1
108681,52,Male,44,1,43,2,12,77.5,0
584193,50,Female,5,6,37,0,18,62.2,1
119960,69,Female,54,1,17,4,10,30.2,1
949504,38,Male,5,12,35,0,11,55.0,1
710775,49,Female,31,1,18,0,2,76.3,1
308446,40,Female,45,1,26,1,1,89.8,0
524701,50,Male,9,1,44,3,14,50.6,1
792998,20,Female,42,12,19,4,4,42.5,1
913634,35,Female,32,3,20,1,6,48.1,0
922409,42,Female,33,3,22,1,3,61.9,0
130981,59,Female,3,1,29,0,4,43.4,1
430033,48,Female,30,6,24,4,15,44.1,1
604293,20,Female,50,3,30,1,14,33.9,0
236584,57,Female,12,12,26,2,15,107.1,1
200034,63,Female,29,1,33,1,3,49.8,0
460511,41,Male,3,3,7,2,5,104.0,0
203669,67,Male,26,12,18,3,17,69.4,1
697486,49,Female,57,1,40,2,2,86.9,1
700717,64,Female,30,3,25,2,4,36.8,0
436227,39,Male,9,1,27,0,1,82.5,1
513417,40,Female,26,3,3,1,15,56.1,0
952109,19,Female,2,3,30,3,5,38.6,0
876346,44,Male,3,6,15,1,14,111.7,1
835613,59,Male,46,3,9,2,17,84.3,1
505903,19,Male,4,6,37,2,5,51.8,0
863136,43,Female,25,12,47,1,12,67.8,1
696820,34,Female,51,3,9,3,12,62.1,0
747635,57,Male,13,1,44,3,0,93.1,0
427182,50,Male,39,6,8,0,15,84.7,1
622298,26,Female,44,3,38,2,3,31.8,1
403416,60,Male,35,6,35,2,16,47.8,1
295467,65,Female,55,1,35,0,17,73.0,1
320828,56,Female,23,1,18,1,15,70.1,0
463536,46,Male,9,1,18,2,0,76.5,0
308280,59,Male,2,12,11,1,5,94.3,0
907417,43,Female,54,12,12,3,10,91.4,1
928607,52,Male,41,1,24,4,5,63.6,0
707850,67,Male,44,12,35,0,16,109.0,1
904654,42,Male,31,12,24,2,3,35.7,0
387598,41,Male,44,12,27,0,13,82.6,1
713227,30,Female,47,12,41,3,13,115.5,0
745905,24,Female,2,12,38,3,19,79.4,1
689271,53,Female,32,12,29,3,7,71.0,0
838591,62,Female,18,1,4,3,1,42.1,0
723688,37,Male,13,12,16,4,4,102.9,0
353750,18,Male,46,12,17,1,3,63.6,0
595895,25,Female,5,6,42,1,9,93.1,1
338485,63,Female,58,6,46,4,19,47.8,1
665084,33,Male,42,12,20,1,2,33.8,0
391839,31,Female,44,3,21,3,15,57.5,1
674369,29,Female,10,3,38,1,9,55.3,0
527847,68,Male,56,12,49,0,14,108.6,1
217532,40,Female,43,1,5,1,3,107.8,0
390178,32,Male,25,1,49,0,0,78.1,1
149108,45,Male,34,6,15,2,14,31.7,1
631851,51,Female,37,1,1,0,9,50.5,1
840382,19,Male,30,1,0,0,19,87.5,0
139683,49,Female,7,1,29,3,17,39.1,0
283078,40,Male,6,12,42,3,15,93.1,0
479512,39,Female,54,12,36,3,8,31.1,1
907381,68,Female,55,3,47,0,18,91.4,1
699537,42,Female,3,6,22,4,16,106.0,1
713501,39,Male,13,3,0,3,9,72.2,0
103676,39,Male,3,1,18,3,18,104.6,0
791100,66,Female,26,1,45,0,7,100.3,1
611149,69,Male,57,3,2,2,18,90.4,1
547983,59,Female,24,3,1,2,4,70.1,0
555202,23,Female,53,12,36,1,1,54.5,1
364393,32,Male,6,12,16,2,14,107.5,1
947293,60,Female,43,6,27,3,16,88.4,1
725161,54,Male,60,12,17,4,9,101.8,1
404015,50,Female,58,1,32,1,1,79.7,0
808213,25,Male,49,1,14,4,8,45.5,1
473772,61,Female,42,3,21,4,1,118.1,0
330241,61,Female,12,6,40,3,17,46.4,0
837523,22,Male,49,12,26,0,11,112.0,1
798208,56,Female,36,6,36,0,14,48.7,1
825330,21,Female,2,1,31,0,19,63.6,0
195379,23,Male,11,1,44,2,5,69.6,0
715444,62,Female,39,12,18,0,17,112.9,1
361100,49,Male,34,12,27,3,12,109.9,0
698792,69,Female,26,12,27,2,3,104.1,0
265566,47,Male,18,3,9,0,11,63.9,1
479678,64,Female,21,1,19,4,8,30.4,1
140787,52,Female,36,3,24,3,1,91.3,1
314608,57,Female,40,1,20,3,15,67.0,1
402041,69,Male,52,12,13,1,0,98.1,1
175107,33,Male,46,1,21,3,3,101.5,0
353452,30,Male,44,1,25,4,14,69.6,1
547174,67,Male,22,6,43,3,19,97.3,1
364229,59,Female,53,1,10,1,0,105.6,1
587896,47,Female,59,1,6,3,19,113.6,1
804847,36,Male,30,6,16,3,14,82.4,1
824318,34,Male,50,12,17,1,2,100.1,0
830289,36,Male,43,6,6,3,12,74.5,1
373839,45,Female,60,12,19,2,17,33.7,1
102779,43,Male,30,12,37,3,12,44.0,0
752974,54,Male,8,12,10,0,9,41.5,1
213387,43,Female,34,1,43,0,19,45.5,1
675589,40,Female,57,6,15,2,6,30.9,0
949796,26,Male,47,6,26,3,7,107.3,1
389157,29,Female,9,6,10,4,0,80.4,0
114188,18,Male,51,6,15,3,17,64.5,1
586918,18,Female,20,3,22,0,11,66.9,1
863970,64,Male,40,1,11,1,17,71.7,0
135024,51,Male,25,3,39,2,11,36.6,1
816787,49,Male,19,1,2,1,19,54.7,1
438743,65,Male,5,6,1,4,8,106.6,0
851282,42,Female,11,3,37,3,1,96.9,1
755489,57,Female,15,12,47,4,13,80.7,1
211211,62,Female,8,6,23,1,3,73.3,0
699354,18,Female,19,6,28,3,14,53.3,0
403569,33,Male,23,12,46,4,16,72.4,1
989734,56,Male,27,6,45,0,18,83.8,1
619899,22,Female,40,1,33,0,5,94.1,1
892443,39,Female,32,6,19,2,8,45.0,0
180154,46,Female,26,1,17,0,16,103.2,1
196879,20,Female,27,1,13,0,14,61.1,1
300260,29,Female,19,6,17,1,4,75.3,1
823770,43,Male,50,12,1,0,17,84.7,1
633922,33,Male,42,1,0,0,3,73.9,1
317472,68,Male,29,3,19,1,1,81.5,1
950487,54,Female,39,1,33,0,18,40.0,1
496391,39,Female,60,12,40,0,4,68.9,1
612426,46,Female,41,6,40,2,3,55.2,0
180577,31,Female,33,12,47,0,4,37.7,1
341068,45,Male,19,12,10,0,18,47.2,1
682959,22,Male,37,6,26,2,12,84.2,0
936104,64,Female,19,3,22,1,15,47.7,0
820339,66,Male,33,3,37,0,11,46.3,1
524497,47,Male,47,1,43,4,8,79.8,1
850584,63,Female,16,1,2,1,15,111.4,1
419113,69,Female,23,3,11,1,13,101.0,1
518198,22,Female,7,6,29,0,0,111.5,1
653872,29,Female,26,12,30,2,19,82.5,1
904079,33,Female,32,6,22,1,3,66.9,0
893494,43,Female,12,12,0,2,8,95.7,0
823702,43,Male,8,12,40,4,18,53.5,1
135086,65,Male,5,3,19,2,13,37.0,1
426269,38,Female,42,3,5,3,11,61.0,1
848784,56,Male,28,6,10,2,3,56.9,0
585874,53,Female,53,12,34,1,6,90.8,1
620470,50,Female,5,6,3,2,16,79.6,0
607041,47,Female,49,1,28,2,0,42.4,0
353245,54,Female,26,3,9,3,13,111.8,0
507520,40,Male,5,3,28,3,14,83.4,1
171099,27,Female,22,12,37,0,11,71.2,1
237383,22,Male,15,3,0,1,11,114.3,0
302296,53,Female,13,6,39,0,5,38.8,1
376043,51,Female,28,12,7,3,12,101.1,1
836215,69,Female,33,12,37,2,15,62.8,1
732025,48,Male,43,1,16,3,13,92.6,1
531832,27,Female,23,6,18,4,6,113.8,1
100423,36,Female,33,12,32,2,15,76.6,1
836574,49,Female,43,3,14,0,8,32.0,1
579536,18,Male,18,3,44,2,13,32.6,0
430766,22,Male,50,12,30,4,6,59.8,1
836379,62,Male,53,3,20,3,11,100.3,1
327033,21,Female,30,12,2,1,2,55.9,0
662217,33,Male,26,12,1,1,13,60.1,0
427457,41,Female,16,12,34,1,18,100.6,1
785091,33,Male,13,3,40,3,10,40.5,1
702171,19,Male,39,3,15,1,4,106.2,0
136263,66,Female,33,6,44,4,12,53.9,0
618169,45,Male,26,1,49,3,9,34.6,1
398127,49,Female,48,3,20,1,6,40.6,1
946833,44,Female,1,12,11,0,16,115.7,1
146694,37,Male,49,3,27,3,15,70.6,0
351001,41,Female,38,3,11,3,7,53.1,1
687094,29,Female,2,12,32,2,16,76.9,1
677009,67,Male,49,6,19,1,12,91.4,0
133220,52,Male,6,12,39,0,10,58.7,0
103129,50,Female,46,6,48,4,19,95.3,1
211372,50,Male,50,3,20,3,17,52.7,0
486639,68,Female,38,12,38,4,4,40.1,0
223849,60,Female,42,3,40,4,5,79.5,1
114405,54,Male,24,12,48,4,19,43.6,0
511197,29,Male,18,3,41,2,13,114.6,1
494195,20,Male,27,3,35,4,11,30.0,1
761198,18,Male,41,3,21,1,3,98.0,1
504058,50,Female,8,12,25,1,6,55.2,1
448186,57,Female,28,6,6,0,10,106.1,1
912718,27,Male,10,3,6,0,19,35.4,1
705608,60,Male,17,12,7,4,1,115.8,0
436451,61,Female,55,12,25,4,3,39.1,0
455641,46,Female,29,3,23,2,6,100.9,1
323618,30,Female,58,3,23,4,0,76.6,1
167276,29,Female,6,6,39,4,14,68.7,1
887203,48,Male,14,3,47,4,19,55.2,1
673553,63,Female,22,6,11,3,7,105.7,1
